rank	word	spacy_pos	draft_gloss	final_gloss	needs_review	all_candidates
510	hacen	verb	to do		L	[verb] third-person plural present indicative of hacer
511	seguir	verb	to follow			[verb] to follow | to continue (on); to keep, to keep on (can be combined with the gerund to indicate that someone or something continues doing something) | to further do something
512	dr.	abbreviation	Dr. (abbreviation of doctor)			Dr. (abbreviation of doctor)
513	simplemente	adverb	simply			[adv] simply
514	dicen	verb	to say, to tell		L	[verb] third-person plural present indicative of decir
515	medio	noun	half (one of two equal parts of any whole)			[adj] half (of or related to one of two equal divisions of a whole) | half (of or related to any large proportion of a whole) | middle (placed more or less halfway between two positions, times, or alternatives) || [adv] half, incompletely (indicating an action interrupted or only partially done) | half, kind of (particularly used to partially soften negative descriptions) || [noun] half (one of two equal parts of any whole) | middle (the part of anything located halfway between its ends or extremes in time or along one dimension in space) | center, heart (the innermost part of anything with regard to all dimensions) || [verb] first-person singular present indicative of mediar
516	puta	noun	whore, slut, prostitute			[noun] whore, slut, prostitute | bitch || [adj] feminine singular of puto || [intj] fuck! shit!
517	saben	verb	to know, to understand (a fact)		L	[verb] third-person plural present indicative of saber
518	sentido	noun	sense (faculties of perception)			[adj] deeply felt, heartfelt || [noun] sense (faculties of perception) | sense, way (manner) | sense, meaning || [verb] past participle of sentir
519	hagas	noun	second-person singular present subjunctive of hacer		Y	[verb] second-person singular present subjunctive of hacer
520	segura	adjective	secure; safe (free from danger)		L	[adj] feminine singular of seguro || [verb] inflection of segurar:
521	esperar	verb	to hope			[verb] to hope | to expect | to wait, wait (for)
522	lejos	adverb	far, far away			[adv] far, far away
523	arma	noun	weapon, arm			[noun] weapon, arm || [verb] inflection of armar:
524	alto	adjective	tall			[adj] tall | high | loud || [noun] height (in measurements) | stop, halt | break, pause, rest || [adv] up, high, highly | loudly || [intj] halt!; stop!
525	pequeña	adjective	small; little		L	[adj] feminine singular of pequeño
526	dólares	noun	plural of dólar		Y	[noun] plural of dólar
527	seis	number	six			[num] six
528	estaban	verb	to be (have a temporary or permanent location in space)		L	[verb] third-person plural imperfect indicative of estar
529	seguridad	noun	safety, security			[noun] safety, security | self-confidence
530	maldita	adjective	cursed		L	[adj] feminine singular of maldito || [verb] feminine singular of maldito
531	estuvo	verb	to be (have a temporary or permanent location in space)		L	[verb] third-person singular preterite indicative of estar
532	preocupes	noun	second-person singular present subjunctive of preocupar		Y	[verb] second-person singular present subjunctive of preocupar
533	palabra	noun	word			[noun] word | wording | word (promise)
534	esperando	verb	gerund of esperar			[verb] gerund of esperar
535	queda	verb	to be (as a result of something), to end up		L	[noun] curfew || [adj] feminine singular of quedo || [verb] inflection of quedar:
536	oficina	noun	office (a room used for non-manual work)			[noun] office (a room used for non-manual work) | workshop | laboratory (in a pharmacy)
537	matar	verb	to kill, slay			[verb] to kill, slay | to put out, extinguish (a flame or light) | to butcher
538	iré	verb	to go (away from speaker and listener)		L	[verb] first-person singular future indicative of ir
539	cama	noun	bed			[noun] bed
540	además	adverb	in addition, moreover, furthermore, further, also, additionally			[adv] in addition, moreover, furthermore, further, also, additionally | as well, also, not to mention (when in the middle of a sentence or toward the end) || [verb] second-person singular voseo present indicative of ademar
541	último	adjective	final; last			[adj] final; last | latest; most recent
542	oído	adjective	hearing		Y	[noun] hearing | inner ear; ear (used to refer to the ear as an internal organ, or its function of hearing) || [verb] past participle of oír
543	habría	verb	have; forms the perfect aspect		L	[verb] first/third-person singular conditional of haber
544	estará	verb	to be (have a temporary or permanent location in space)		L	[verb] third-person singular future indicative of estar
545	dio	verb	to give, to give out		L	[verb] third-person singular preterite indicative of dar
546	recuerdo	verb	memory (a specific thing that is remembered)		Y	[noun] memory (a specific thing that is remembered) | souvenir || [verb] first-person singular present indicative of recordar
547	siendo	verb	gerund of ser			[verb] gerund of ser
548	acerca	adverb	adjacent			[adv] adjacent | only used in acerca de (“about; concerning”) || [verb] inflection of acercar:
549	tenga	verb	to have; to possess		L	[verb] inflection of tener:
550	luz	noun	light			[noun] light | lumen | brightness, intelligence
551	correcto	adjective	correct, right			[adj] correct, right | well-behaved
552	ud.	abbreviation	you (formal); abbreviation of usted			you (formal); abbreviation of usted
553	demonios	noun	the hell, on earth (for emphasis after a question word)		Y	[adv] the hell, on earth (for emphasis after a question word) || [noun] plural of demonio
554	nuestras	determiner	our, ours, to us		L	[det] feminine plural of nuestro || [pron] feminine plural of nuestro: ours
555	verte	noun	infinitive of ver combined with te		Y	[verb] infinitive of ver combined with te
556	dormir	verb	to sleep			[verb] to sleep | to fall asleep | to sleep in
557	sitio	noun	site, place			[noun] site, place | ellipsis of sitio web (“website”) | taxi stand || [verb] first-person singular present indicative of sitiar
558	ayudar	verb	to help			[verb] to help
559	conseguir	verb	to achieve, succeed in, reach, accomplish, attain			[verb] to achieve, succeed in, reach, accomplish, attain | to get, obtain, acquire, find, gain, procure, extract, get to | to ensure, secure
560	di	verb	obsolete spelling of dice			[verb] first-person singular preterite indicative of dar | second-person singular imperative of decir | obsolete spelling of dice
561	marido	noun	husband			[noun] husband || [verb] first-person singular present indicative of maridar
562	paz	noun	peace (warlessness)			[noun] peace (warlessness) | peace (a state of tranquility, quiet, and harmony)
563	idiota	noun	idiot, moron, fool, dork, eejit			[adj] idiotic || [noun] idiot, moron, fool, dork, eejit | dick, jerk, schmuck, douchebag, asshole, ass, jackass, prick (i.e., a cocky or self-important individual without any foundation for it)
564	plan	noun	plan			[noun] plan | scheme (systematic plan of future action) | intention
565	dado	adjective	a die or dice		Y	[noun] a die or dice || [prep] given, considering || [verb] past participle of dar
566	cuanto	noun	quantum			[pron] whatever quantity, as much, however much || [det] as much [of]; as many; however much; however many | few; quite a few; a handful | however much; however many; (constructing parallel comparatives) “the..., the...” || [adv] as much; however much; in whatever quantity || [noun] quantum
567	peor	adjective	comparative degree of malo: worse			[adj] comparative degree of malo: worse | superlative degree of malo: worst || [adv] comparative degree of mal: worse
568	murió	verb	to die		L	[verb] third-person singular preterite indicative of morir
569	pueblo	noun	town, village			[noun] town, village | the common people, the working classes | population, people || [verb] first-person singular present indicative of poblar
570	vivo	adjective	alive, living (having life)			[adj] alive, living (having life) | vivid, lively | intense, strong || [verb] first-person singular present indicative of vivir | first-person singular present indicative of vivar
571	venido	adjective	past participle of venir		Y	[verb] past participle of venir
572	basta	verb	basting		Y	[intj] stop!, enough! | just because!; none of your business!; no need to ask!; whatever! || [conj] as long as; provided that; only if || [adv] just; only; merely || [verb] inflection of bastar: | inflection of bastir: || [noun] basting | categories (game) || [adj] feminine singular of basto
573	paso	noun	step, footstep			[noun] step, footstep | pace (rough distance of a brisk stride) | paso, Spanish pace (a traditional unit of length equivalent to about 1.4 m) || [adj] dried || [verb] first-person singular present indicative of pasar
574	deberíamos	verb	first-person plural conditional of deber		Y	[verb] first-person plural conditional of deber
575	música	noun	music			[noun] music | song | female equivalent of músico, (female) musician || [adj] feminine singular of músico
576	diga	verb	to say, to tell		L	[intj] way to say hello on the telephone || [verb] inflection of decir:
577	minuto	noun	minute (a unit of time equal to 60 seconds or ¹⁄₆₀ hour)			[noun] minute (a unit of time equal to 60 seconds or ¹⁄₆₀ hour) | minute (a unit of angle measure equal to 60 seconds or ¹⁄₆₀ degree)
578	anoche	adverb	last night			[adv] last night
579	llamar	verb	to summon, to call			[verb] to summon, to call | to refer to, to call | to appeal; to attract
580	piensa	verb	to think, ponder		L	[verb] inflection of pensar:
581	país	noun	country (the territory of a nation)			[noun] country (the territory of a nation) | country, land (a set region of land having particular human occupation or agreed limits)
582	digas	noun	way to say hello on the telephone		L	[verb] second-person singular present subjunctive of decir
583	rey	noun	king			[noun] king
584	perdón	noun	pardon			[intj] sorry, pardon me (excuse me) | sorry, pardon (I didn't hear you) || [noun] pardon | mercy
585	mucha	determiner	much, a lot of		L	[det] feminine singular of mucho || [pron] feminine singular of mucho
586	falta	verb	lack, shortage		Y	[noun] lack, shortage | absence | day absent || [verb] inflection of faltar: || [adj] feminine singular of falto
587	pienso	verb	to think, ponder		L	[noun] animal feed | thought || [verb] first-person singular present indicative of pensar
588	diablos	noun	devil		L	[intj] damn it, hell, heck || [adv] the hell || [noun] plural of diablo
589	perdido	adjective	lost			[adj] lost || [verb] past participle of perder
590	niña	noun	girl, female equivalent of niño			[noun] girl, female equivalent of niño | pupil (of eye) | maiden (virgin)
591	señorita	verb	young woman		Y	[noun] young woman | Miss (used as a title) | snob
592	diez	number	ten			[num] ten || [noun] A (highest grade in testing)
593	lleva	verb	to take somewhere (most of the time away from the speaker)		L	[verb] inflection of llevar:
594	hospital	noun	hospital			[noun] hospital
595	grandes	adjective	big, large		L	[adj] plural of grande || [noun] plural of grande
596	maldito	adjective	cursed			[adj] cursed | damned, freaking, fucking || [intj] damn || [noun] bastard, son of a bitch || [verb] past participle of maldecir
597	otras	determiner	other, another		L	[det] feminine plural of otro || [intj] feminine plural of otro || [pron] feminine plural of otro
598	llamado	adjective	called			[noun] call || [adj] called || [verb] past participle of llamar
599	hacemos	verb	to do		L	[verb] first-person plural present indicative of hacer
600	llevar	verb	to take somewhere (most of the time away from the speaker)			[verb] to take somewhere (most of the time away from the speaker) | to carry, bear, hold | to wear
601	fuego	noun	fire			[noun] fire || [intj] fire! (cry to order soldiers to start shooting)
602	aqui	verb	misspelling of aquí		Y	[adv] misspelling of aquí
603	tuvo	verb	to have; to possess		L	[verb] third-person singular preterite indicative of tener
604	poner	verb	to put, to put up, to place, to lay			[verb] to put, to put up, to place, to lay | to set, to set up (e.g. set an alarm, set up chairs) | to put on (e.g. put on a smile, a happy face, a brave face; put on a pot of coffee, put something on display)
605	calle	noun	street			[noun] street | lane (in a pool or racetrack, but not a highway) || [verb] inflection of callar:
606	acaba	verb	inflection of acabar		Y	[verb] inflection of acabar:
607	prueba	noun	proof; evidence (usually in the plural)			[noun] proof; evidence (usually in the plural) | an examination, test, or quiz | a trial; an ordeal; an audition || [verb] inflection of probar:
608	increíble	adjective	incredible, unbelievable			[adj] incredible, unbelievable
609	real	adjective	real			[adj] real | royal, regal || [noun] true friend, best friend | real (unit of currency) | a quarter of a peseta || [intj] true
610	libro	noun	book			[noun] book || [verb] first-person singular present indicative of librar
611	orden	noun	order (command)			[noun] order (command) | order (request, purchase, or food) | order (law)
612	semanas	noun	week (7 days)		L	[noun] plural of semana
613	especial	adjective	special (distinguished by a unique quality)			[adj] special (distinguished by a unique quality) | special (of particular interest or value) || [noun] special
614	mía	pronoun	mine; of mine		L	[noun] a regiment of 100 soldiers in the Spanish protectorate of Morocco. || [det] feminine singular of mío || [pron] feminine singular of mío
615	café	noun	coffee			[adj] brown || [noun] coffee | cafe, coffee shop | brown
616	duro	adjective	hard (not soft)			[adj] hard (not soft) | firm, solid | hard, difficult || [noun] hardball (i.e. a no-nonsense attitude) | coin worth 5 pesetas || [verb] first-person singular present indicative of durar
617	empezar	verb	to start, begin, to get started			[verb] to start, begin, to get started | to start | to start, to begin
618	afuera	adjective	out, outside		Y	[adv] out, outside | peripheral || [intj] get out! || [verb] inflection of aforar (“to grant (a privilege or immunity)”):
619	queremos	verb	first-person plural present indicative of querer		Y	[verb] first-person plural present indicative of querer
620	perro	noun	dog (the species Canis familiaris (sometimes designated Canis lupus familiaris), domesticated for thousands of years and of highly variable appearance because of human breeding)			[noun] dog (the species Canis familiaris (sometimes designated Canis lupus familiaris), domesticated for thousands of years and of highly variable appearance because of human breeding) | clothes peg, clothespin | asshole (despicable person) || [adj] doggy or doggish | awful | wicked; mean
621	cielo	noun	sky			[noun] sky | heaven
622	puesto	adjective	standing			[noun] position, employment, job | place (physical location where something is found) | placing, rank || [adj] standing | on (clothes) | well-dressed || [verb] past participle of poner
623	viaje	noun	voyage			[noun] voyage | journey, trip | A state of hallucination or altered consciousness caused by a narcotic drug. || [verb] inflection of viajar:
624	detrás	adverb	behind, at the rear			[adv] behind, at the rear | after || [prep] behind (used with possessive pronouns)
625	cuarto	adjective	fourth			[adj] fourth || [noun] fourth (in a series) | fourth, quarter (one of four equal divisions of a whole) | quarters (various structures used for dwelling)
626	querida	adjective	dear (also used in letter introductions, etc.)		L	[noun] female equivalent of querido | dear, honey, darling | mistress || [adj] feminine singular of querido || [verb] feminine singular of querido
627	haría	verb	to do		L	[verb] first/third-person singular conditional of hacer
628	preguntas	noun	question (sentence that asks for information)		L	[noun] plural of pregunta || [verb] second-person singular present indicative of preguntar
629	piensas	adjective	second-person singular present indicative of pensar		Y	[verb] second-person singular present indicative of pensar
630	querido	adjective	dear (also used in letter introductions, etc.)			[adj] dear (also used in letter introductions, etc.) | handsome (guy), beautiful (girl) || [noun] sweetheart | lover | the letter Q in the Spanish spelling alphabet || [verb] past participle of querer
631	libre	adjective	free (not imprisoned or enslaved)			[adj] free (not imprisoned or enslaved) | free (unconstrained) | free (without obligations) || [verb] inflection of librar:
632	buscar	verb	to seek, search for, look for, try to find, to scour			[verb] to seek, search for, look for, try to find, to scour | to look up (in a search engine, dictionary, etc.) | to fetch, get, pick up
633	cual	pronoun	suchlike, like (which), such as			[adv] like, as, in the manner of || [pron] suchlike, like (which), such as
634	diré	verb	to say, to tell		L	[verb] first-person singular future indicative of decir
635	suena	verb	inflection of sonar		Y	[verb] inflection of sonar:
636	jugar	verb	to play			[verb] to play | to risk, take a chance | to play (an instrument)
637	cambio	noun	change, shift			[noun] change, shift | change (money given back) | gear (of a motor vehicle) || [intj] over || [verb] first-person singular present indicative of cambiar
638	película	noun	film (layer)			[noun] film (layer) | movie (US, Canada), film | story (invented story, especially one as an excuse)
639	millones	noun	plural of millón		Y	[noun] plural of millón
640	habrá	verb	have; forms the perfect aspect		L	[verb] third-person singular future indicative of haber
641	llamada	adjective	called		L	[noun] call || [adj] feminine singular of llamado || [verb] feminine singular of llamado
642	resto	noun	rest, remainder			[noun] rest, remainder | remainder || [verb] first-person singular present indicative of restar
643	vemos	verb	to see, to spot		L	[verb] first-person plural present indicative of ver
644	extraño	adjective	strange, unusual, odd, weird, bizarre, uncanny, rare, peculiar, freaky, freakish, freak, curious			[adj] strange, unusual, odd, weird, bizarre, uncanny, rare, peculiar, freaky, freakish, freak, curious | foreign, alien, extraneous | funny, suspicious || [noun] foreigner || [verb] first-person singular present indicative of extrañar
645	mala	adjective	bad (of bad quality)		L	[noun] female equivalent of malo | suitcase | mailbag || [adj] feminine singular of malo
646	presidente	noun	president			[noun] president
647	srta.	abbreviation	Miss (abbreviation of señorita)			Miss (abbreviation of señorita)
648	irme	verb	infinitive of ir combined with me			[verb] infinitive of ir combined with me
649	ropa	noun	garment, clothing, clothes, robes			[noun] garment, clothing, clothes, robes
650	perder	verb	to lose			[verb] to lose | to get lost | to waste
651	vuelve	verb	to return, to revert, to get back		L	[verb] inflection of volver:
652	agente	noun	agent			[noun] agent | police officer, policeman, policewoman
653	palabras	noun	word		L	[noun] plural of palabra (“words”)
654	información	noun	information, data			[noun] information, data
655	raro	adjective	rare			[adj] rare | strange, odd
656	hará	verb	to do		L	[verb] third-person singular future indicative of hacer
657	entiendes	noun	second-person singular present indicative of entender		Y	[verb] second-person singular present indicative of entender
658	éste	pronoun	this one			[pron] this one | substitutes a noun one can't remember or can't remember the name of
659	trabajando	verb	gerund of trabajar			[verb] gerund of trabajar
660	tratando	verb	gerund of tratar			[verb] gerund of tratar
661	general	adjective	general, overall			[adj] general, overall || [noun] general | general elections
662	trato	verb	to treat (to handle, behave toward in a specific way)		L	[noun] treatment (the process or manner of treating someone or something) | deal, bargain, agreement | behaviour || [verb] first-person singular present indicative of tratar
663	usar	verb	to use			[verb] to use | to wear | to consume
664	perfecto	adjective	perfect			[adj] perfect
665	derecho	adjective	straight (not crooked or bent; having a constant direction throughout its length)			[adj] straight (not crooked or bent; having a constant direction throughout its length) | straight; upright (perfectly horizontal or vertical; not diagonal or oblique) | right, right-hand (designating the side of the body which is positioned to the east if one is facing north) || [noun] right (a legal, just or moral entitlement) | law, jurisprudence (the study of laws) | law (the profession of dealing with laws (as lawyers, judges, etc.)) || [adv] straight (of a direction relative to the subject, precisely; as if following a direct line) | straight (directly; without pause, delay or detour)
666	modo	noun	way, manner			[noun] way, manner | mood
667	ayer	adverb	yesterday			[adv] yesterday || [noun] yesterday | days gone by; yesteryear; the past
668	conoces	noun	second-person singular present indicative of conocer		Y	[verb] second-person singular present indicative of conocer
669	demás	pronoun	others, other ones			[adj] other, remaining || [adv] besides, in addition to || [pron] others, other ones
670	quieras	verb	second-person singular present subjunctive of querer		Y	[verb] second-person singular present subjunctive of querer
671	podríamos	verb	to be able to, can		L	[verb] first-person plural conditional of poder
672	noticias	noun	plural of noticia		Y	[noun] plural of noticia || [verb] second-person singular present indicative of noticiar
673	asesino	adjective	murderous, homicidal (intending, or likely to commit murder)			[adj] murderous, homicidal (intending, or likely to commit murder) || [noun] murderer, killer (person who commits murder) | assassin | traitor || [verb] first-person singular present indicative of asesinar
674	encontrado	adjective	found			[adj] found | facing; opposite | conflicting; opposing || [verb] past participle of encontrar
675	control	noun	control, or running of a business			[noun] control, or running of a business | control of a machine | control or emotional restraint, self-control
676	odio	noun	hate, hatred, loathing (strong aversion; intense dislike)			[noun] hate, hatred, loathing (strong aversion; intense dislike) | odium (hatred coupled with disgust) || [verb] first-person singular present indicative of odiar
677	frente	noun	forehead, brow			[noun] forehead, brow | front
678	sexo	noun	sex (the biological category)			[noun] sex (the biological category) | sex (men or women) | sex (the act) || [verb] first-person singular present indicative of sexar
679	decirle	verb	infinitive of decir combined with le			[verb] infinitive of decir combined with le
680	estaré	verb	to be (have a temporary or permanent location in space)		L	[verb] first-person singular future indicative of estar
681	divertido	adjective	entertaining, amusing, funny			[adj] entertaining, amusing, funny || [verb] past participle of divertir
682	armas	noun	weapon, arm		L	[noun] plural of arma || [verb] second-person singular present indicative of armar
683	recuerdas	adjective	second-person singular present indicative of recordar		Y	[verb] second-person singular present indicative of recordar
684	amiga	noun	female equivalent of amigo, friend			[noun] female equivalent of amigo, friend || [verb] inflection of amigar:
685	grupo	noun	group			[noun] group | party, team, crew, gang, squad, (when interchangeable with "group") | cluster, bunch, clump, pool, grouping, lot, batch
686	asunto	noun	matter, issue, business			[noun] matter, issue, business | affair (a romantic relationship) || [verb] first-person singular present indicative of asuntar
687	acabo	verb	synonym of acabamiento		Y	[noun] synonym of acabamiento || [verb] first-person singular present indicative of acabar
688	mensaje	noun	message			[noun] message | speech
689	encima	adverb	on top of something			[adv] on top of something | above something | on oneself || [prep] on top of, (loosely) above || [verb] inflection of encimar:
690	atención	noun	attention			[noun] attention | courtesy | favor
691	diferente	adjective	different			[adj] different || [adv] differently
692	uh	interjection	used to express disappointment or disdain			[intj] used to express disappointment or disdain
693	cállate	verb	shut up!		Y	[intj] shut up! || [verb] second-person singular imperative of callar combined with te
694	daño	noun	damage			[noun] damage | hex, curse || [verb] first-person singular present indicative of dañar
695	sucede	verb	inflection of suceder		Y	[verb] inflection of suceder:
696	cambiar	verb	to change, to shift, to switch, to alter			[verb] to change, to shift, to switch, to alter | to modify | to switch, to switch up, to change, to trade, to swap (usually + de) (when implying changing from one thing to another)
697	siguiente	adjective	following			[adj] following | next
698	sino	conjunction	but (rather) (after a negative clause)			[noun] destiny, fate, lot || [conj] but (rather) (after a negative clause) | except, apart from | only, solely (in a negative clause)
699	seas	noun	second-person singular present subjunctive of ser		Y	[verb] second-person singular present subjunctive of ser
700	médico	adjective	medical			[noun] doctor | physician || [adj] medical
701	boca	noun	mouth, oral cavity			[noun] mouth, oral cavity | entrance, opening | estuary
702	dejó	verb	to leave (to place)		L	[verb] third-person singular preterite indicative of dejar
703	error	noun	error			[noun] error
704	jamás	adverb	never			[adv] never | ever
705	largo	adjective	long (having much distance from one terminating point to another)			[adj] long (having much distance from one terminating point to another) | long, lengthy, extended, prolonged, protracted, (having great duration) | long, long-running (seemingly lasting a lot of time) || [noun] length | pitch || [intj] get out!, scram! | get away! || [verb] first-person singular present indicative of largar
706	pena	noun	punishment			[noun] punishment | pain, sadness | trouble || [verb] inflection of penar:
707	voz	noun	voice			[noun] voice | term; word
708	futuro	noun	future (the time ahead)			[adj] future (occurring in the future) || [noun] future (the time ahead) | future, future tense
709	siente	verb	to feel		L	[verb] inflection of sentar: | inflection of sentir:
710	secreto	noun	a secret			[adj] secret || [noun] a secret | secrecy || [verb] first-person singular present indicative of secretar
711	baño	noun	bath (act of taking a bath)			[noun] bath (act of taking a bath) | bathroom | toilet || [verb] first-person singular present indicative of bañar
712	mil	number	thousand			[num] thousand || [noun] thousand (1000 units of something) (usually in an indefinite sense)
713	decirte	verb	infinitive of decir combined with te			[verb] infinitive of decir combined with te
714	pensaba	verb	to think, ponder		L	[verb] first/third-person singular imperfect indicative of pensar
715	novia	noun	female equivalent of novio, girlfriend			[noun] female equivalent of novio, girlfriend | female equivalent of novio, fiancée | female equivalent of novio, bride || [verb] inflection of noviar:
716	propia	adjective	own (belonging to)		L	[adj] feminine singular of propio
717	sueño	noun	sleep, slumber			[noun] sleep, slumber | sleepiness | dream || [verb] first-person singular present indicative of soñar
718	haz	verb	bundle	do! (imperative of hacer)	Y	[noun] bundle | beam | face || [verb] second-person singular imperative of hacer
719	fuerza	noun	force			[noun] force | strength || [verb] inflection of forzar:
720	deben	verb	third-person plural present indicative of deber		Y	[verb] third-person plural present indicative of deber
721	supone	verb	third-person singular present indicative of suponer		Y	[verb] third-person singular present indicative of suponer
722	estábamos	verb	first-person plural imperfect indicative of estar		Y	[verb] first-person plural imperfect indicative of estar
723	ambos	number	both		Y	[adj] both || [pron] both || [noun] plural of ambo
724	ay	verb	obsolete spelling of hay			[intj] ah!, alas! | woe! | expresses pain, sorrow, or surprise || [verb] obsolete spelling of hay
725	estuve	verb	to be (have a temporary or permanent location in space)		L	[verb] first-person singular preterite indicative of estar
726	encontré	adjective	first-person singular preterite indicative of encontrar		Y	[verb] first-person singular preterite indicative of encontrar
727	vuelto	verb	past participle of volver			[noun] change (money given back) || [verb] past participle of volver
728	dolor	noun	pain, ache, aching soreness, tenderness (physical)			[noun] pain, ache, aching soreness, tenderness (physical) | grief | sorrow, hurt, pain, suffering (emotional, mental)
729	dile	adjective	second-person singular imperative of decir combined with le		Y	[verb] second-person singular imperative of decir combined with le
730	encanta	verb	inflection of encantar		Y	[verb] inflection of encantar:
731	edad	noun	age			[noun] age | time since an event | age (period of time)
732	darle	verb	infinitive of dar combined with le			[verb] infinitive of dar combined with le
733	pie	noun	foot (a part of the body)			[noun] foot (a part of the body) | English or American foot (a unit of length equal to 30.48 cm) | pie, a Spanish foot (a former unit of length equivalent to about 27.9 cm) || [verb] first-person singular preterite indicative of piar
734	negro	adjective	black (absorbing all light and reflecting none; dark and hueless)			[noun] black (the color perceived in the absence of light) | a black person; a person of black African descent | a member of any typically dark-skinned people || [adj] black (absorbing all light and reflecting none; dark and hueless) | black (of or relating to any of various ethnic groups having dark pigmentation of the skin) | dirty
735	ganar	verb	to gain			[verb] to gain | to earn | to win
736	aire	noun	air (the substance constituting earth's atmosphere)			[noun] air (the substance constituting earth's atmosphere) | air (the open space above the ground) | air; wind || [intj] get out; begone; away!
737	lamento	noun	lament			[noun] lament | plaint | wail, wailing || [verb] first-person singular present indicative of lamentar
738	verlo	verb	infinitive of ver combined with lo			[verb] infinitive of ver combined with lo
739	asesinato	noun	assassination			[noun] assassination | murder | homicide
740	vio	verb	to see, to spot		L	[verb] third-person singular preterite indicative of ver
741	adónde	pronoun	to where, whither, whereto		Y	[adv] to where, whither, whereto
742	llegado	verb	past participle of llegar			[adj] arrived, received, delivered || [verb] past participle of llegar
743	disculpe	verb	excuse me; pardon me		Y	[intj] excuse me; pardon me || [verb] inflection of disculpar:
744	cita	noun	date (romantic outing)			[noun] date (romantic outing) | appointment | quote, quotation || [verb] inflection of citar:
745	estaría	verb	to be (have a temporary or permanent location in space)		L	[verb] first/third-person singular conditional of estar
746	fuiste	verb	to go (away from speaker and listener)		L	[verb] second-person singular preterite indicative of ir | second-person singular preterite indicative of ser
747	sistema	noun	system			[noun] system | scheme (a systematic plan of future action; also, a group of independent but interrelated elements comprising a unified whole) | the establishment
748	gusto	noun	taste (sense)			[noun] taste (sense) | taste (flavour) | liking, preference, aesthetic preference || [verb] first-person singular present indicative of gustar
749	pobre	adjective	poor (lacking money, resources, etc.)			[adj] poor (lacking money, resources, etc.) | poor (pitiable, pitiful)
750	negocio	noun	business, enterprise (commercial enterprise or establishment)			[noun] business, enterprise (commercial enterprise or establishment) | deal (a particular instance of buying or selling, a transaction) | deal (agreement between parties) || [verb] first-person singular present indicative of negociar
751	mente	noun	mind, intellect			[noun] mind, intellect
752	tuyo	verb	yours		Y	[pron] yours || [det] yours, your
753	campo	noun	countryside, country			[noun] countryside, country | field (large open area) | pitch, (US) field (field on which soccer, rugby or field hockey is played) || [verb] first-person singular present indicative of campar
754	mire	noun	inflection of mirar		Y	[verb] inflection of mirar:
755	situación	noun	situation, scenario, picture			[noun] situation, scenario, picture | position (based on circumstance or the effect of another's actions) | status, state of affairs, condition
756	tras	preposition	after, following, in the wake of; upon			[prep] after, following, in the wake of; upon | behind (on the far side of) | beyond
757	hotel	noun	hotel			[noun] hotel
758	vosotros	noun	you, you guys; second person plural personal pronoun		Y	[pron] you, you guys; second person plural personal pronoun
759	funciona	verb	inflection of funcionar		Y	[verb] inflection of funcionar:
760	foto	noun	photo, photograph			[noun] photo, photograph
761	abogado	noun	lawyer, solicitor, counsel.			[noun] lawyer, solicitor, counsel. || [verb] past participle of abogar
762	loca	verb	a madwoman, female equivalent of loco		Y	[noun] a madwoman, female equivalent of loco | slut (usually said of a woman...) | an effeminate man or boy || [adj] feminine singular of loco
763	propio	adjective	own (belonging to)			[adj] own (belonging to) | proper | typical, characteristic
764	alrededor	adverb	around (from place to place)			[noun] surroundings || [adv] around (from place to place)
765	próxima	adjective	near		L	[adj] feminine singular of próximo
766	terminado	adjective	finished			[adj] finished || [verb] past participle of terminar
767	hablas	noun	speech (faculty of speech)		L	[noun] plural of habla || [verb] second-person singular present indicative of hablar
768	pagar	verb	to pay			[verb] to pay | to be worthwhile, to have a pay off
769	mató	verb	to kill, slay		L	[verb] third-person singular preterite indicative of matar
770	llamo	verb	to summon, to call		L	[verb] first-person singular present indicative of llamar
771	personal	adjective	personal			[adj] personal || [noun] personnel, staff | folks, people, mob, crowd; the masses
772	sientes	noun	second-person singular present subjunctive of sentar		Y	[verb] second-person singular present subjunctive of sentar | second-person singular present indicative of sentir
773	ocurre	verb	inflection of ocurrir		Y	[verb] inflection of ocurrir:
774	ésta	pronoun	alternative spelling of éste		L	[pron] feminine singular of éste
775	recuerda	verb	inflection of recordar		Y	[verb] inflection of recordar:
776	mitad	noun	half			[noun] half
777	quiera	verb	inflection of querer		Y	[verb] inflection of querer:
778	pelo	noun	hair (a single hair)			[noun] hair (a single hair) | hair (all hair on the head) | fur || [verb] first-person singular present indicative of pelar
779	tenías	noun	second-person singular imperfect indicative of tener		Y	[verb] second-person singular imperfect indicative of tener
780	viste	adjective	you know; used as a space filler, usually in the middle of a sentence, or when telling a story		Y	[intj] you know; used as a space filler, usually in the middle of a sentence, or when telling a story || [verb] second-person singular preterite indicative of ver | inflection of vestir:
781	oficial	adjective	official			[adj] official || [noun] officer, official | clerk, functionary | office worker, skilled worker
782	llegó	verb	to arrive, get (to)		L	[verb] third-person singular preterite indicative of llegar
783	compañía	noun	company			[noun] company | company, enterprise, business, firm | companion
784	relación	noun	relation			[noun] relation | relationship
785	conoce	verb	to know (a person or a place), to be familiar with, to be acquainted with		L	[verb] inflection of conocer:
786	pase	verb	to pass, to hand, to slip		L	[noun] pass, permit | pass (the act of moving the ball or puck from one player to another) || [verb] inflection of pasar:
