rank,word,gloss,pos,lemma,ipa,syllables,stress
708,futuro,future (the time ahead),noun,futuro,/fuˈtuɾo/,fu-tu-ro,tu
709,siente,to feel,verb,sentir,/ˈsiente/,sien-te,sien
710,secreto,a secret,noun,secreto,/seˈkɾeto/,se-cre-to,cre
711,baño,bath (act of taking a bath),noun,baño,/ˈbaɲo/,ba-ño,ba
712,mil,thousand,number,mil,/ˈmil/,mil,mil
713,decirte,infinitive of decir combined with te,verb,decir tú,/deˈsiɾte/,de-cir-te,cir
714,pensaba,"to think, ponder",verb,pensar,/penˈsaba/,pen-sa-ba,sa
715,novia,"female equivalent of novio, girlfriend",noun,novia,/ˈnobia/,no-via,no
716,propia,own (belonging to),adjective,propio,/ˈpɾopia/,pro-pia,pro
717,sueño,"sleep, slumber",noun,sueño,/ˈsueɲo/,sue-ño,sue
718,haz,do! (imperative of hacer),verb,haz,/ˈas/,haz,haz
719,fuerza,force,noun,fuerza,/ˈfueɾsa/,fuer-za,fuer
720,deben,third-person plural present indicative of deber,verb,deber,/ˈdeben/,de-ben,de
721,supone,third-person singular present indicative of suponer,verb,suponer,/suˈpone/,su-po-ne,po
722,estábamos,first-person plural imperfect indicative of estar,verb,estár,/esˈtabamos/,es-tá-ba-mos,tá
723,ambos,both,number,ambos,/ˈambos/,am-bos,am
724,ay,obsolete spelling of hay,verb,ay ,/ˈai̯/,ay,ay
725,estuve,to be (have a temporary or permanent location in space),verb,estar,/esˈtube/,es-tu-ve,tu
726,encontré,first-person singular preterite indicative of encontrar,adjective,encontré,/enkonˈtɾe/,en-con-tré,tré
727,vuelto,past participle of volver,verb,volver,/ˈbuelto/,vuel-to,vuel
728,dolor,"pain, ache, aching soreness, tenderness (physical)",noun,dolor,/doˈloɾ/,do-lor,lor
729,dile,second-person singular imperative of decir combined with le,adjective,dile,/ˈdile/,di-le,di
730,encanta,inflection of encantar,verb,encantar,/enˈkanta/,en-can-ta,can
731,edad,age,noun,edad,/eˈdad/,e-dad,dad
732,darle,infinitive of dar combined with le,verb,dar él,/ˈdaɾle/,dar-le,dar
733,pie,foot (a part of the body),noun,pie,/ˈpie/,pie,pie
734,negro,black (absorbing all light and reflecting none; dark and hueless),adjective,negro,/ˈneɡɾo/,ne-gro,ne
735,ganar,to gain,verb,ganar,/ɡaˈnaɾ/,ga-nar,nar
736,aire,air (the substance constituting earth's atmosphere),noun,aire,/ˈaiɾe/,ai-re,ai
737,lamento,lament,noun,lamento,/laˈmento/,la-men-to,men
738,verlo,infinitive of ver combined with lo,verb,ver él,/ˈbeɾlo/,ver-lo,ver
739,asesinato,assassination,noun,asesinato,/asesiˈnato/,a-se-si-na-to,na
740,vio,"to see, to spot",verb,ver,/ˈbio/,vio,vio
741,adónde,"to where, whither, whereto",pronoun,adónde,/aˈdonde/,a-dón-de,dón
742,llegado,past participle of llegar,verb,llegar,/ʝeˈɡado/,lle-ga-do,ga
743,disculpe,excuse me; pardon me,verb,disculpar,/disˈkulpe/,dis-cul-pe,cul
744,cita,date (romantic outing),noun,cita,/ˈsita/,ci-ta,ci
745,estaría,to be (have a temporary or permanent location in space),verb,estar,/estaˈɾia/,es-ta-rí-a,rí
746,fuiste,to go (away from speaker and listener),verb,ir,/ˈfuiste/,fuis-te,fuis
747,sistema,system,noun,sistema,/sisˈtema/,sis-te-ma,te
748,gusto,taste (sense),noun,gusto,/ˈɡusto/,gus-to,gus
749,pobre,"poor (lacking money, resources, etc.)",adjective,pobre,/ˈpobɾe/,po-bre,po
750,negocio,"business, enterprise (commercial enterprise or establishment)",noun,negocio,/neˈɡosio/,ne-go-cio,go
751,mente,"mind, intellect",noun,mente,/ˈmente/,men-te,men
752,tuyo,yours,verb,tuyo,/ˈtuʝo/,tu-yo,tu
753,campo,"countryside, country",noun,campo,/ˈkampo/,cam-po,cam
754,mire,inflection of mirar,noun,mire,/ˈmiɾe/,mi-re,mi
755,situación,"situation, scenario, picture",noun,situación,/situaˈsion/,si-tua-ción,ción
756,tras,"after, following, in the wake of; upon",preposition,tras,/ˈtɾas/,tras,tras
757,hotel,hotel,noun,hotel,/oˈtel/,ho-tel,tel
758,vosotros,"you, you guys; second person plural personal pronoun",noun,vosotro,/boˈsotɾos/,vo-so-tros,so
759,funciona,inflection of funcionar,verb,funcionar,/funˈsiona/,fun-cio-na,cio
760,foto,"photo, photograph",noun,foto,/ˈfoto/,fo-to,fo
761,abogado,"lawyer, solicitor, counsel.",noun,abogado,/aboˈɡado/,a-bo-ga-do,ga
762,loca,"a madwoman, female equivalent of loco",verb,locar,/ˈloka/,lo-ca,lo
763,propio,own (belonging to),adjective,propio,/ˈpɾopio/,pro-pio,pro
764,alrededor,around (from place to place),adverb,alrededor,/alredeˈdoɾ/,al-re-de-dor,dor
765,próxima,near,adjective,próximo,/ˈpɾoksima/,pró-xi-ma,pró
766,terminado,finished,adjective,terminado,/teɾmiˈnado/,ter-mi-na-do,na
767,hablas,speech (faculty of speech),noun,habla,/ˈablas/,ha-blas,ha
768,pagar,to pay,verb,pagar,/paˈɡaɾ/,pa-gar,gar
769,mató,"to kill, slay",verb,matar,/maˈto/,ma-tó,tó
770,llamo,"to summon, to call",verb,llamar,/ˈʝamo/,lla-mo,lla
771,personal,personal,adjective,personal,/peɾsoˈnal/,per-so-nal,nal
772,sientes,second-person singular present subjunctive of sentar,noun,sient,/ˈsientes/,sien-tes,sien
773,ocurre,inflection of ocurrir,verb,ocurrir,/oˈkure/,o-cu-rre,cu
774,ésta,alternative spelling of éste,pronoun,este,/ˈesta/,és-ta,és
775,recuerda,inflection of recordar,verb,recordar,/reˈkueɾda/,re-cuer-da,cuer
776,mitad,half,noun,mitad,/miˈtad/,mi-tad,tad
777,quiera,inflection of querer,verb,querer,/ˈkieɾa/,quie-ra,quie
778,pelo,hair (a single hair),noun,pelo,/ˈpelo/,pe-lo,pe
779,tenías,second-person singular imperfect indicative of tener,noun,tenía,/teˈnias/,te-ní-as,ní
780,viste,"you know; used as a space filler, usually in the middle of a sentence, or when telling a story",adjective,viste,/ˈbiste/,vis-te,vis
781,oficial,official,adjective,oficial,/ofiˈsial/,o-fi-cial,cial
782,llegó,"to arrive, get (to)",verb,llegar,/ʝeˈɡo/,lle-gó,gó
783,compañía,company,noun,compañía,/kompaˈɲia/,com-pa-ñí-a,ñí
784,relación,relation,noun,relación,/relaˈsion/,re-la-ción,ción
785,conoce,"to know (a person or a place), to be familiar with, to be acquainted with",verb,conocer,/koˈnose/,co-no-ce,no
786,pase,"to pass, to hand, to slip",verb,pasar,/ˈpase/,pa-se,pa
787,montón,"heap, pile (collection of things laid in a body, or thrown together so as to form an elevation)",interjection,montón,/monˈton/,mon-tón,tón
788,mejores,better,adjective,mejor,/meˈxoɾes/,me-jo-res,jo
789,creí,to believe,verb,creer,/kɾeˈi/,cre-í,í
790,cena,"supper, dinner",noun,cena,/ˈsena/,ce-na,ce
791,sentir,to feel,verb,sentir,/senˈtiɾ/,sen-tir,tir
792,través,"bend, turn",noun,través,/tɾaˈbes/,tra-vés,vés
793,accidente,accident (unexpected event with negative consequences),noun,accidente,/assiˈdente/,ac-ci-den-te,den
794,i,obsolete spelling of y,conjunction,i,/ˈi/,i,i
795,ellas,"they, them (used subjectively and after prepositions; can refer to women and feminine nouns)",pronoun,él,/ˈeʝas/,e-llas,e
796,caja,"box, case",verb,cajar,/ˈkaxa/,ca-ja,ca
797,tranquilo,"calm, peaceful, tranquil, quiet",adjective,tranquilo,/tɾanˈkilo/,tran-qui-lo,qui
798,bonito,"pretty, cute",adjective,bonito,/boˈnito/,bo-ni-to,ni
799,eras,"era, age",noun,era,/ˈeɾas/,e-ras,e
800,asi,obsolete spelling of así,adverb,asi,/ˈasi/,a-si,a
801,pudo,"to be able to, can",verb,poder,/ˈpudo/,pu-do,pu
802,vive,to live; to be alive,verb,vivir,/ˈbibe/,vi-ve,vi
803,vista,seen,adjective,visto,/ˈbista/,vis-ta,vis
804,estúpido,stupid,adjective,estúpido,/esˈtupido/,es-tú-pi-do,tú
805,línea,line (a straight path through two or more points),noun,línea,/ˈlinea/,lí-ne-a,lí
806,caballeros,plural of caballero,noun,caballero,/kabaˈʝeɾos/,ca-ba-lle-ros,lle
807,haremos,to do,verb,hacer,/aˈɾemos/,ha-re-mos,re
808,dan,"to give, to give out",verb,dar,/ˈdan/,dan,dan
809,quédate,second-person singular imperative of quedar combined with te,verb,quédate,/ˈkedate/,qué-da-te,qué
810,tienda,tent,noun,tienda,/ˈtienda/,tien-da,tien
811,comprar,to buy (to obtain in exchange of money or goods),verb,comprar,/komˈpɾaɾ/,com-prar,prar
812,entendido,expert,adjective,entendido,/entenˈdido/,en-ten-di-do,di
813,centro,center,noun,centro,/ˈsentɾo/,cen-tro,cen
814,salvo,safe,preposition,salvo,/ˈsalbo/,sal-vo,sal
815,mes,month,noun,mes,/ˈmes/,mes,mes
816,sol,sun,noun,sol,/ˈsol/,sol,sol
817,tonto,"a fool, a stupid person",noun,tonto,/ˈtonto/,ton-to,ton
818,hambre,hunger,noun,hambre,/ˈambɾe/,ham-bre,ham
819,mesa,table,noun,mesa,/ˈmesa/,me-sa,me
820,respuesta,"reply, response, answer",noun,respuesta,/resˈpuesta/,res-pues-ta,pues
821,completamente,completely,adverb,completamente,/kompletaˈmente/,com-ple-ta-men-te,men
822,carta,letter (document),noun,carta,/ˈkaɾta/,car-ta,car
823,totalmente,totally,adverb,totalmente,/totalˈmente/,to-tal-men-te,men
824,imposible,impossible,adjective,imposible,/impoˈsible/,im-po-si-ble,si
825,pruebas,proof; evidence (usually in the plural),noun,prueba,/ˈpɾuebas/,prue-bas,prue
826,novio,boyfriend (romantic partner),noun,novio,/ˈnobio/,no-vio,no
827,normal,"normal, standard, regular, fine",adjective,normal,/noɾˈmal/,nor-mal,mal
828,gustan,third-person plural present indicative of gustar,verb,gustar,/ˈɡustan/,gus-tan,gus
829,pude,"to be able to, can",verb,poder,/ˈpude/,pu-de,pu
830,traje,suit,noun,traje,/ˈtɾaxe/,tra-je,tra
831,dirección,direction,noun,dirección,/diɾesˈsion/,di-rec-ción,ción
832,siete,seven,number,siete,/ˈsiete/,sie-te,sie
833,dijeron,"to say, to tell",verb,decir,/diˈxeɾon/,di-je-ron,je
834,placer,pleasure; something done to please,noun,placer,/plaˈseɾ/,pla-cer,cer
835,sean,to be (essentially or identified as),verb,ser,/ˈsean/,se-an,se
836,tendrá,to have; to possess,verb,tener,/tenˈdɾa/,ten-drá,drá
837,barco,boat (usually with a concave hull),noun,barco,/ˈbaɾko/,bar-co,bar
838,blanco,white,adjective,blanco,/ˈblanko/,blan-co,blan
839,profesor,professor (a faculty member),noun,profesor,/pɾofeˈsoɾ/,pro-fe-sor,sor
840,servicio,service,noun,servicio,/seɾˈbisio/,ser-vi-cio,vi
841,muchacho,boy,adjective,muchacho,/muˈtʃatʃo/,mu-cha-cho,cha
842,reunión,"meeting, session, appointment",noun,reunión,/reuˈnion/,reu-nión,nión
843,dejado,"sloppy, lax (person)",adjective,dejado,/deˈxado/,de-ja-do,ja
844,ley,law (a well-established characteristic of nature),noun,ley,/ˈlei̯/,ley,ley
845,quisiera,first/third-person singular imperfect subjunctive of querer,verb,querer,/kiˈsieɾa/,qui-sie-ra,sie
846,hubo,have; forms the perfect aspect,verb,haber,/ˈubo/,hu-bo,hu
847,programa,"programme, program",noun,programa,/pɾoˈɡɾama/,pro-gra-ma,gra
848,carrera,race,noun,carrera,/kaˈreɾa/,ca-rre-ra,rre
849,cumpleaños,birthday,noun,cumpleaños,/kumpleˈaɲos/,cum-ple-a-ños,a
850,muchachos,boy,noun,muchacho,/muˈtʃatʃos/,mu-cha-chos,cha
851,culo,"ass, arse, booty, rear, behind, butt, buttocks",noun,culo,/ˈkulo/,cu-lo,cu
852,canción,song,noun,canción,/kanˈsion/,can-ción,ción
853,hermosa,"gorgeous, beautiful, handsome, lovely",adjective,hermoso,/eɾˈmosa/,her-mo-sa,mo
854,universidad,"university, (US) college",noun,universidad,/unibeɾsiˈdad/,u-ni-ver-si-dad,dad
855,boda,wedding,noun,boda,/ˈboda/,bo-da,bo
856,decirme,infinitive of decir combined with me,verb,decir yo,/deˈsiɾme/,de-cir-me,cir
857,cualquiera,"anyone, whoever, whomever",pronoun,cualquiera,/kualˈkieɾa/,cual-quie-ra,quie
858,tengas,second-person singular present subjunctive of tener,noun,tenga,/ˈtenɡas/,ten-gas,ten
859,hacía,to do,verb,hacer,/aˈsia/,ha-cí-a,cí
860,estés,inflection of estar,noun,estés,/esˈtes/,es-tés,tés
861,sala,room (a separate part of a building),noun,sala,/ˈsala/,sa-la,sa
862,llevo,to take somewhere (most of the time away from the speaker),verb,llevar,/ˈʝebo/,lle-vo,lle
863,decisión,decision,noun,decisión,/desiˈsion/,de-ci-sión,sión
864,espere,to hope,verb,esperar,/esˈpeɾe/,es-pe-re,pe
865,don,"sir, master, lord",noun,don,/ˈdon/,don,don
866,necesario,"necessary, requisite",adjective,necesario,/neseˈsaɾio/,ne-ce-sa-rio,sa
867,sal,salt; table salt,verb,sal,/ˈsal/,sal,sal
868,entra,to enter; to come in; to get in; to go in; to get inside; to come on in,verb,entrar,/ˈentɾa/,en-tra,en
869,prisa,"hurry, rush, urgency",noun,prisa,/ˈpɾisa/,pri-sa,pri
870,carajo,cock,adjective,carajo,/kaˈɾaxo/,ca-ra-jo,ra
871,embargo,embargo,noun,embargo,/emˈbaɾɡo/,em-bar-go,bar
872,interesante,interesting,adjective,interesante,/inteɾeˈsante/,in-te-re-san-te,san
873,tendrás,second-person singular future indicative of tener,noun,tendrá,/tenˈdɾas/,ten-drás,drás
874,escuchar,"to listen to, to hear out",verb,escuchar,/eskuˈtʃaɾ/,es-cu-char,char
875,abuela,"grandmother, female equivalent of abuelo",noun,abuela,/aˈbuela/,a-bue-la,bue
876,hicieron,to do,verb,hacer,/iˈsieɾon/,hi-cie-ron,cie
877,detective,detective,verb,detectivar,/detesˈtibe/,de-tec-ti-ve,ti
878,horrible,horrible,adjective,horrible,/oˈrible/,ho-rri-ble,rri
879,suelo,"dirt, earth, ground, soil",noun,suelo,/ˈsuelo/,sue-lo,sue
880,fotos,"photo, photograph",noun,foto,/ˈfotos/,fo-tos,fo
881,cárcel,prison,noun,cárcel,/ˈkaɾsel/,cár-cel,cár
882,acá,high quality,noun,acá,/aˈka/,a-cá,cá
883,siéntate,second-person singular imperative of sentar combined with te,noun,siéntate,/ˈsientate/,sién-ta-te,sién
884,decía,"to say, to tell",verb,decir,/deˈsia/,de-cí-a,cí
885,intentando,gerund of intentar,verb,intentar,/intenˈtando/,in-ten-tan-do,tan
886,vámonos,first-person plural imperative of ir combined with nos,noun,vámono,/ˈbamonos/,vá-mo-nos,vá
887,maldición,curse,noun,maldición,/maldiˈsion/,mal-di-ción,ción
888,silencio,silence,noun,silencio,/siˈlensio/,si-len-cio,len
889,muerta,dead,adjective,muerto,/ˈmueɾta/,muer-ta,muer
890,capaz,"able, capable",adjective,capaz,/kaˈpas/,ca-paz,paz
891,salió,"to go out, to leave, to depart, to head out",verb,salir,/saˈlio/,sa-lió,lió
892,club,"club (an association of members joining together for some common purpose, especially sports or recreation)",noun,club,/ˈklub/,club,club
893,terminar,"to (cause to) finish, to (cause to) end, to (cause to) terminate, to (cause to) conclude",verb,terminar,/teɾmiˈnaɾ/,ter-mi-nar,nar
894,temo,first-person singular present indicative of temar,verb,temer,/ˈtemo/,te-mo,te
895,broma,"joke, prank, practical joke",noun,broma,/ˈbɾoma/,bro-ma,bro
896,gobierno,government,noun,gobierno,/ɡoˈbieɾno/,go-bier-no,bier
897,prometo,first-person singular present indicative of prometer,noun,prometo,/pɾoˈmeto/,pro-me-to,me
898,cámara,room,noun,cámara,/ˈkamaɾa/,cá-ma-ra,cá
899,media,half (one of two equal parts of any whole),number,medio,/ˈmedia/,me-dia,me
900,terrible,"terrible, awful, horrible (very bad)",adjective,terrible,/teˈrible/,te-rri-ble,rri
901,llamó,"to summon, to call",verb,llamar,/ʝaˈmo/,lla-mó,mó
902,regalo,"present, gift",noun,regalo,/reˈɡalo/,re-ga-lo,ga
903,amable,"kind, amiable, gracious",adjective,amable,/aˈmable/,a-ma-ble,ma
904,dulce,"candy, sweet",verb,dulce,/ˈdulse/,dul-ce,dul
905,muertos,"a dead person, deceased",noun,muerto,/ˈmueɾtos/,muer-tos,muer
906,querías,second-person singular imperfect indicative of querer,noun,quería,/keˈɾias/,que-rí-as,rí
907,ataque,attack (an attempt to damage an opponent or enemy),noun,ataque,/aˈtake/,a-ta-que,ta
908,das,inflection of dar,noun,da,/ˈdas/,das,das
909,navidad,Christmas present,noun,navidad,/nabiˈdad/,na-vi-dad,dad
910,negocios,"business, enterprise (commercial enterprise or establishment)",noun,negocio,/neˈɡosios/,ne-go-cios,go
911,pudiera,"to be able to, can",verb,poder,/puˈdieɾa/,pu-die-ra,die
912,ocho,eight (8),number,ocho,/ˈotʃo/,o-cho,o
913,avión,"aeroplane, airplane, plane",noun,avión,/aˈbion/,a-vión,vión
914,investigación,investigation,noun,investigación,/inbestiɡaˈsion/,in-ves-ti-ga-ción,ción
915,acabó,third-person singular preterite indicative of acabar,verb,acabar,/akaˈbo/,a-ca-bó,bó
916,juro,ownership,noun,juro,/ˈxuɾo/,ju-ro,ju
917,mantener,to keep,verb,mantener,/manteˈneɾ/,man-te-ner,ner
918,ejército,army,noun,ejército,/eˈxeɾsito/,e-jér-ci-to,jér
919,papel,paper,noun,papel,/paˈpel/,pa-pel,pel
920,partes,genitalia,noun,parte,/ˈpaɾtes/,par-tes,par
921,ten,second-person singular imperative of tener,verb,ten,/ˈten/,ten,ten
922,gracioso,"funny, amusing",adjective,gracioso,/ɡɾaˈsioso/,gra-cio-so,cio
923,diría,"to say, to tell",verb,decir,/diˈɾia/,di-rí-a,rí
924,principio,principle,noun,principio,/pɾinˈsipio/,prin-ci-pio,ci
925,delante,"in front of, before (spatially)",adverb,delante,/deˈlante/,de-lan-te,lan
926,teniente,lieutenant,noun,teniente,/teˈniente/,te-nien-te,nien
927,deseo,"desire, wish",verb,desear,/deˈseo/,de-se-o,se
928,vayas,joke; taunt,noun,vaya,/ˈbaʝas/,va-yas,va
929,nave,"ship, vessel (with a concave hull)",noun,nave,/ˈnabe/,na-ve,na
930,sale,"to go out, to leave, to depart, to head out",verb,salir,/ˈsale/,sa-le,sa
931,basura,"trash, waste, garbage, rubbish, nonsense",noun,basura,/baˈsuɾa/,ba-su-ra,su
932,vine,Senses relating to literal movement.,verb,venir,/ˈbine/,vi-ne,vi
933,contacto,contact,noun,contacto,/konˈtasto/,con-tac-to,tac
934,esposo,husband,adjective,esposo,/esˈposo/,es-po-so,po
935,tren,train,noun,tren,/ˈtɾen/,tren,tren
936,encontramos,to meet,verb,encontrar,/enkonˈtɾamos/,en-con-tra-mos,tra
937,dale,"OK, okey dokey, right",verb,dale,/ˈdale/,da-le,da
938,verdadero,"true, real",adjective,verdadero,/beɾdaˈdeɾo/,ver-da-de-ro,de
939,tuya,yours,pronoun,tuyo,/ˈtuʝa/,tu-ya,tu
940,alma,soul,noun,alma,/ˈalma/,al-ma,al
941,hazlo,second-person singular imperative of hacer combined with lo,verb,hazlo,/ˈaslo/,haz-lo,haz
942,disculpa,excuse,noun,disculpa,/disˈkulpa/,dis-cul-pa,cul
943,junto,together,adjective,junto,/ˈxunto/,jun-to,jun
944,anda,"a bier or small platform, when carried by people (usually 4 or more individuals) to move a corpse or religious image",verb,andar,/ˈanda/,an-da,an
945,tendré,first-person singular future indicative of tener,adjective,tendré,/tenˈdɾe/,ten-dré,dré
946,matrimonio,matrimony (sacrament),noun,matrimonio,/matɾiˈmonio/,ma-tri-mo-nio,mo
947,saberlo,infinitive of saber combined with lo,verb,saber él,/saˈbeɾlo/,sa-ber-lo,ber
948,locura,"madness, craziness",noun,locura,/loˈkuɾa/,lo-cu-ra,cu
949,oro,gold.,noun,oro,/ˈoɾo/,o-ro,o
950,permiso,permission,noun,permiso,/peɾˈmiso/,per-mi-so,mi
951,director,director,noun,director,/diɾesˈtoɾ/,di-rec-tor,tor
952,peligro,"peril, danger",noun,peligro,/peˈliɡɾo/,pe-li-gro,li
953,libertad,"liberty, freedom",noun,libertad,/libeɾˈtad/,li-ber-tad,tad
954,alegro,first-person singular present indicative of alegrar,verb,alegrar,/aˈleɡɾo/,a-le-gro,le
955,baja,short (of little height),adjective,bajo,/ˈbaxa/,ba-ja,ba
956,tendremos,to have; to possess,verb,tener,/tenˈdɾemos/,ten-dre-mos,dre
957,derecha,straight (not crooked or bent; having a constant direction throughout its length),adjective,derecho,/deˈɾetʃa/,de-re-cha,re
958,encuentra,to meet,verb,encontrar,/enˈkuentɾa/,en-cuen-tra,cuen
959,pies,foot (a part of the body),noun,pie,/ˈpies/,pies,pies
960,segunda,second (after the first),adjective,segundo,/seˈɡunda/,se-gun-da,gun
961,maravilloso,"wonderful, marvelous",adjective,maravilloso,/maɾabiˈʝoso/,ma-ra-vi-llo-so,llo
962,espacio,space (distance between things),noun,espacio,/esˈpasio/,es-pa-cio,pa
963,rato,"a while, bit (a short period of time)",adjective,rato,/ˈrato/,ra-to,ra
964,abuelo,grandfather,noun,abuelo,/aˈbuelo/,a-bue-lo,bue
965,esperaba,to hope,verb,esperar,/espeˈɾaba/,es-pe-ra-ba,ra
966,mirando,gerund of mirar,verb,mirar,/miˈɾando/,mi-ran-do,ran
967,salud,health,noun,salud,/saˈlud/,sa-lud,lud
968,sorpresa,surprise (something not expected),noun,sorpresa,/soɾˈpɾesa/,sor-pre-sa,pre
969,ninguno,nobody; no one,pronoun,ninguno,/ninˈɡuno/,nin-gu-no,gu
970,miren,"to look at (to try to see, to pay attention to with one’s eyes)",verb,mirar,/ˈmiɾen/,mi-ren,mi
971,triste,"sad, saddened, blue, gloomy, unhappy, joyless, triste",adjective,triste,/ˈtɾiste/,tris-te,tris
972,aun,even (implying an extreme example in the case mentioned),adverb,aun,/ˈaun/,aun,aun
973,pensado,past participle of pensar,adjective,pensado,/penˈsado/,pen-sa-do,sa
974,maestro,master,noun,maestro,/maˈestɾo/,ma-es-tro,es
975,según,according to,preposition,según,/seˈɡun/,se-gún,gún
976,infierno,hell,noun,infierno,/inˈfieɾno/,in-fier-no,fier
977,podrían,"to be able to, can",verb,poder,/poˈdɾian/,po-drí-an,drí
978,tipos,"kind, type, sort, manner",noun,tipo,/ˈtipos/,ti-pos,ti
979,tía,"female equivalent of tío: aunt; the sister, sister-in-law or female cousin or cousin-in-law of either parent",verb,tir,/ˈtia/,tí-a,tí
980,crimen,crime,noun,crimen,/ˈkɾimen/,cri-men,cri
981,conocido,known,adjective,conocido,/konoˈsido/,co-no-ci-do,ci
982,consejo,"advice, counsel, piece of advice",noun,consejo,/konˈsexo/,con-se-jo,se
983,ante,"in front of, before",preposition,ante,/ˈante/,an-te,an
984,iglesia,church,noun,iglesia,/iˈɡlesia/,i-gle-sia,gle
985,intento,attempt,noun,intento,/inˈtento/,in-ten-to,ten
986,mayoría,majority,noun,mayoría,/maʝoˈɾia/,ma-yo-rí-a,rí
987,doy,"to give, to give out",verb,dar,/ˈdoi̯/,doy,doy
988,hicimos,to do,verb,hacer,/iˈsimos/,hi-ci-mos,ci
989,escena,scene,noun,escena,/esˈsena/,es-ce-na,ce
990,piso,"floor, ground (surface of the earth)",noun,piso,/ˈpiso/,pi-so,pi
991,señal,sign,verb,señal,/seˈɲal/,se-ñal,ñal
992,honor,honor,noun,honor,/oˈnoɾ/,ho-nor,nor
993,llamas,flame,noun,llama,/ˈʝamas/,lla-mas,lla
994,abre,"to open, open up",verb,abrir,/ˈabɾe/,a-bre,a
995,cerebro,brain,noun,cerebro,/seˈɾebɾo/,ce-re-bro,re
996,veras,truth; reality,noun,vera,/ˈbeɾas/,ve-ras,ve
997,viendo,gerund of ver,verb,ver,/ˈbiendo/,vien-do,vien
998,pone,"to put, to put up, to place, to lay",verb,poner,/ˈpone/,po-ne,po
999,pregunto,first-person singular present indicative of preguntar,noun,pregunto,/pɾeˈɡunto/,pre-gun-to,gun
1000,cocina,kitchen,noun,cocina,/koˈsina/,co-ci-na,ci
